date,o/c,volume,low,high,name
2013-02-08,0.005601034037053104,0.5251775034959072,0.985781990521327,1.006031882809134,DHI
2013-02-11,0.008650519031141838,0.8104884897204271,0.9900519031141868,1.014273356401384,DHI
2013-02-12,-0.04338394793926247,1.9180173167321852,0.9995661605206073,1.0698481561822126,DHI
2013-02-13,0.008322929671244397,1.169846441031322,0.9875156054931336,1.0174781523096128,DHI
2013-02-14,0.0,0.6395275701178609,0.9974768713204373,1.0084104289318756,DHI
2013-02-15,0.0033698399326031296,0.7344758065003656,0.9914785172704298,1.0143218197135635,DHI
2013-02-19,0.019781144781144882,1.2396733932446191,0.9659090909090908,1.0140993265993266,DHI
2013-02-20,0.04569190600522196,2.3658254909729313,0.9464751958224543,1.0043516100957353,DHI
2013-02-21,-0.007727272727272805,1.5887754887832921,0.9786363636363636,1.0190909090909093,DHI
2013-02-22,-0.0022461814914643825,0.7500438237355618,0.9950584007187779,1.0103324348607365,DHI
2013-02-25,0.04768270944741534,1.1528766060025653,0.9514260249554367,1.0062388591800355,DHI
2013-02-26,-0.031047265987025105,1.1544355916499445,0.9976830398517147,1.0338276181649675,DHI
2013-02-27,-0.017977528089887576,0.9021307880281315,0.9937078651685393,1.023370786516854,DHI
2013-02-28,0.016321129245699204,0.8404606980998942,0.9832377591530657,1.0125716806352005,DHI
2013-03-01,-0.01671183378500456,1.163342267793424,0.9823848238482384,1.0252935862691959,DHI
2013-03-04,-0.0375,1.2102688184084567,0.9964285714285716,1.0419642857142857,DHI
2013-03-05,-0.021021021021021106,1.2602285966060935,0.9991419991419992,1.0291720291720292,DHI
2013-03-06,0.007949790794978985,1.3537249902724446,0.9895397489539749,1.0167364016736402,DHI
2013-03-07,-0.005063291139240548,0.9443639556070411,0.9856540084388186,1.0071729957805908,DHI
2013-03-08,-0.0020815986677768824,0.7649777564108746,0.9812656119900084,1.0066611157368859,DHI
2013-03-11,0.0045700041545492075,0.9160457428958483,0.9914831740756127,1.0070627336933942,DHI
2013-03-12,0.011297071129707096,0.7188986429173818,0.9843096234309623,1.005439330543933,DHI
2013-03-13,-0.01736552308343923,1.0033437126646279,0.9921008047437527,1.0243540872511647,DHI
2013-03-14,-0.013636363636363714,0.7887963393309132,0.9981404958677687,1.015805785123967,DHI
2013-03-15,0.0032760032760033512,1.1630053462065562,0.995085995085995,1.013923013923014,DHI
2013-03-18,-0.007896924355777277,0.875985112906719,0.9962593516209476,1.0182876142975894,DHI
2013-03-19,0.006944444444444514,0.873772070062451,0.9857026143790849,1.0098039215686274,DHI
2013-03-20,-0.036267318663406704,1.2048720998934872,0.9975550122249389,1.0415647921760391,DHI
2013-03-21,0.01795934477994876,1.7414084340407305,0.9650680876258141,1.0,DHI
2013-03-22,0.011595361855258004,0.6880747042327194,0.9852059176329467,1.0023990403838463,DHI
2013-03-25,0.012505042355788573,0.8076865340747365,0.981242436466317,1.0173457039128682,DHI
2013-03-26,0.01745129870129869,0.8224492993843109,0.9764610389610389,1.0068993506493507,DHI
2013-03-27,-0.01245330012453303,0.6750937968002859,0.992112909921129,1.0136986301369864,DHI
2013-03-28,0.003690036900368998,0.7571606156150664,0.984829848298483,1.004510045100451,DHI
2013-04-01,0.019325657894736795,0.6616406391657608,0.9761513157894736,1.0036965460526315,DHI
2013-04-02,0.027015793848711497,0.8454454576441062,0.9704904405652537,1.0054031587697425,DHI
2013-04-03,0.02601279317697226,1.6628597859014531,0.9424307036247336,1.0051172707889127,DHI
2013-04-04,0.0004368719965050923,0.8420853881232164,0.9873307121013544,1.0065530799475753,DHI
2013-04-05,-0.028979045920641933,1.1691039069191005,0.98773963441819,1.0307623718234509,DHI
2013-04-08,-0.016450216450216406,1.0885174898247896,0.9913419913419912,1.0186147186147185,DHI
2013-04-09,0.010208421948107272,0.8409329483019858,0.9846873670778391,1.0048915355168013,DHI
2013-04-10,0.012372013651877248,0.8455132152817976,0.9786689419795221,1.0,DHI
2013-04-11,-0.013026487190620805,0.6068803350007753,1.0,1.0243161094224924,DHI
2013-04-12,-0.008613264427218038,0.8628636503746115,0.9974160206718347,1.0305770887166237,DHI
2013-04-15,0.05644118914261104,1.2004928659048424,0.941404566996984,1.000430848772081,DHI
2013-04-16,-0.0013380909901872249,1.063303995537071,0.9683318465655664,1.0062444246208742,DHI
2013-04-17,0.002702702702702645,0.9355280236637958,0.9747747747747748,1.0013513513513514,DHI
2013-04-18,0.02805429864253398,0.9899306869642724,0.9610859728506786,1.0018099547511312,DHI
2013-04-19,-0.018535681186283695,0.9597686452031741,0.9981464318813716,1.0291936978683969,DHI
2013-04-22,-0.015901862789640973,0.7506594289397113,0.9754656974102679,1.02044525215811,DHI
2013-04-23,-0.031085814360770615,1.3920173885760347,1.0,1.0494746059544657,DHI
2013-04-24,-0.018228062738448483,1.207334334049926,0.9953370072064435,1.0220432386604492,DHI
2013-04-25,-0.01321767864518795,1.3579095377153259,0.9917389508467576,1.0239570425444031,DHI
2013-04-26,-0.03213317847464196,2.8985589977023043,0.9910956252419668,1.0421989934185059,DHI
2013-04-29,0.0033821871476888334,1.8631967213358656,0.994738819992484,1.0266816986095453,DHI
2013-04-30,0.005339435545385224,1.623548223130108,0.973302822273074,1.0102974828375286,DHI
2013-05-01,0.01501732768579132,1.1095363570210448,0.9776665383134386,1.0026954177897573,DHI
2013-05-02,-0.022841656987998584,1.173496953759506,0.9926442121564074,1.0271002710027102,DHI
2013-05-03,0.012322628827483265,0.8883171896267136,0.9798356982823001,1.0089619118745332,DHI
