date,o/c,volume,low,high,name
2013-02-08,0.00040149892933620367,0.29795915258972816,0.9934421841541756,1.0030781584582442,ANSS
2013-02-11,-0.0037619239553941543,0.20133298233837457,0.9962380760446057,1.007658202337767,ANSS
2013-02-12,-0.011349979970623505,0.45386385487590875,0.9949258913072507,1.0157617839497932,ANSS
2013-02-13,0.0009215376513953816,0.5457563947028181,0.9870984728804635,1.0,ANSS
2013-02-14,0.0009261709446942734,0.3171600690732963,0.996824556761048,1.0039693040486901,ANSS
2013-02-15,-0.005050505050505179,0.40431442471873935,1.0,1.0107655502392345,ANSS
2013-02-19,-0.0063324538258575725,0.50622978375123,0.9940633245382585,1.0117414248021108,ANSS
2013-02-20,0.004057591623036679,0.7122713508504274,0.9958115183246072,1.007722513089005,ANSS
2013-02-21,0.007083825265643529,0.8890345371762105,0.9917355371900826,1.0032795487340942,ANSS
2013-02-22,-0.0063241106719366235,0.4797087028546805,0.9922266139657444,1.0063241106719367,ANSS
2013-02-25,0.013721902770517476,0.9234791552911659,0.9860167276529013,1.0084945112388919,ANSS
2013-02-26,0.013370399788191753,0.9848706305842345,0.9862324596240402,1.007479481069632,ANSS
2013-02-27,-0.013757755597518155,1.039395040288018,0.9929862422444026,1.025762071756137,ANSS
2013-02-28,-0.006640106241699867,1.426197992378378,1.0,1.0240371845949536,ANSS
2013-03-01,-0.007356805044666345,1.446519133089376,0.987651077246453,1.009590120861797,ANSS
2013-03-04,-0.007566862361382887,0.7063127597870457,0.9946510110893672,1.0083496412263535,ANSS
2013-03-05,-0.01474201474201475,0.8430484218888127,0.9994827363248416,1.018880124143282,ANSS
2013-03-06,-0.0011431474660229797,0.6489764051221325,0.9942842626698843,1.001524196621364,ANSS
2013-03-07,-0.005602240896358514,0.5402258567995112,0.9969862490450724,1.0067481538069771,ANSS
2013-03-08,-0.005802219979818286,0.5134292736031264,0.9934409687184662,1.006369828456105,ANSS
2013-03-11,-0.005524168236032614,0.7794734201036604,0.9962335216572503,1.0056497175141241,ANSS
2013-03-12,0.0047571357035552765,0.6891929102625646,0.9912368552829245,1.0003755633450175,ANSS
2013-03-13,-0.0030105368790767045,0.6065057902557746,0.9946061214249875,1.0047666833918716,ANSS
2013-03-14,-0.007000000000000029,0.9633860049540971,0.999625,1.016375,ANSS
2013-03-15,0.006941001487357489,3.625687679702953,0.9856222112047595,1.0029747149231532,ANSS
2013-03-18,-0.004642409033876918,1.0194108775966535,0.9958594730238394,1.0131744040150563,ANSS
2013-03-19,0.011111111111111118,0.7955777818122193,0.9784019975031212,1.0044943820224719,ANSS
2013-03-20,0.0023809523809523525,0.7784328866241168,0.9874686716791979,1.0021303258145364,ANSS
2013-03-21,-0.0034151277510750823,0.7116315479888262,0.9964583860359221,1.0060713382241335,ANSS
2013-03-22,-0.002904040404040454,0.5873071506507175,0.9970959595959595,1.005050505050505,ANSS
2013-03-25,0.008912879738890206,0.5314143369618012,0.9841074566909362,1.0028872709013308,ANSS
2013-03-26,-0.0032919726513040122,0.46917358598411607,0.9970878703469233,1.0083565459610027,ANSS
2013-03-27,-0.010498355679230941,0.5139916625953523,0.9913989375158107,1.0111307867442447,ANSS
2013-03-28,-0.017750000000000023,0.9179008029391272,0.983625,1.019375,ANSS
2013-04-01,0.019728729963008562,0.6629587160584057,0.9749691738594328,1.0030209617755859,ANSS
2013-04-02,0.0046394984326019375,0.43423488523226583,0.9901191222570533,1.002257053291536,ANSS
2013-04-03,0.022361809045226146,0.8823086380546096,0.9737437185929649,1.002638190954774,ANSS
2013-04-04,0.007571868583162261,0.6683571950080724,0.9892197125256673,1.0034009240246407,ANSS
2013-04-05,-0.0031479538300106125,0.4041527663444558,0.9946222455403988,1.0041972717733474,ANSS
2013-04-08,-0.002225713537575304,0.2624944929018285,0.9909662215239592,1.0026184865147945,ANSS
2013-04-09,0.0028671966636256855,0.31593738531286986,0.9877492506190538,1.0005213084842954,ANSS
2013-04-10,-0.031746031746031717,0.9230123951964034,0.9971376528753578,1.0338277387457715,ANSS
2013-04-11,0.014531210513014982,0.6751559542420266,0.9843315643164013,1.0,ANSS
2013-04-12,-0.006038026721479944,0.4206282592503136,0.9889516957862282,1.007836587872559,ANSS
2013-04-15,0.014685044441581871,0.6548803511012493,0.9804199407445575,1.009403581089785,ANSS
2013-04-16,-0.01219354001816056,0.36443717447645163,0.9915682967959527,1.0125826955506552,ANSS
2013-04-17,0.009656237929702587,0.8403753665168562,0.9742500321874598,1.0,ANSS
2013-04-18,0.028094251683065792,0.6799351222366915,0.9715173485240809,1.0,ANSS
2013-04-19,0.0018661690215942492,0.8317300588104518,0.9830711810183952,1.0083977605971741,ANSS
2013-04-22,-0.003209414281893486,1.028452362163978,0.9942497994116073,1.0073549077293393,ANSS
2013-04-23,-0.017909259750597088,0.6476011705014666,0.998408065799947,1.0226850623507562,ANSS
2013-04-24,-0.010287797890350201,0.4591963043487555,0.9988279723922385,1.0123714025263704,ANSS
2013-04-25,-0.004232397075798362,0.3663064917340123,0.9961523662947288,1.011671155572656,ANSS
2013-04-26,0.0037037037037036024,0.5016874111217128,0.9936143039591315,1.0089399744572158,ANSS
2013-04-29,-0.013102119460501096,0.42898895714283847,0.994990366088632,1.0187540141297369,ANSS
2013-04-30,-0.027837803482903236,1.2897606013615568,0.9944070166518368,1.0283462565145545,ANSS
2013-05-01,0.007448789571694529,1.1114650757978464,0.9914338919925513,1.012042209807573,ANSS
2013-05-02,-0.012739726027397353,2.7072745790988426,0.9931506849315068,1.0538356164383562,ANSS
